1, 2.1000000000000185e-05
2, 1.0000000000003062e-05
3, 7.000000000000062e-06
4, 8.000000000001062e-06
5, 1.5000000000001124e-05
6, 1.4000000000000123e-05
7, 1.4000000000000123e-05
8, 2.3999999999996247e-05
9, 1.8000000000004124e-05
10, 2.4000000000003185e-05
11, 2.3999999999996247e-05
12, 2.8000000000000247e-05
13, 2.6999999999999247e-05
14, 3.100000000000325e-05
15, 3.800000000000331e-05
16, 3.899999999999737e-05
17, 4.299999999999443e-05
18, 4.599999999999743e-05
19, 4.000000000000531e-05
20, 4.500000000000337e-05
21, 5.000000000000143e-05
22, 4.600000000000437e-05
23, 4.900000000000043e-05
24, 5.9999999999997555e-05
25, 6.0000000000004494e-05
26, 6.199999999999956e-05
27, 7.599999999999968e-05
28, 5.8999999999996555e-05
29, 7.299999999999668e-05
30, 7.599999999999968e-05
31, 9.800000000000086e-05
32, 7.599999999999968e-05
33, 7.000000000000062e-05
34, 7.499999999999868e-05
35, 9.50000000000048e-05
36, 8.900000000000574e-05
37, 8.400000000000074e-05
38, 9.800000000000086e-05
39, 8.59999999999958e-05
40, 0.00010499999999999399
41, 9.900000000000186e-05
42, 9.499999999999786e-05
43, 0.00010199999999999793
44, 0.00010700000000000293
45, 0.0001260000000000011
46, 0.00011300000000000199
47, 0.00011500000000000399
48, 0.00013399999999999523
49, 0.0001470000000000013
50, 0.00013599999999999723
51, 0.00012000000000000205
52, 0.0001250000000000001
53, 0.0001250000000000001
54, 0.0001429999999999973
55, 0.00013900000000000023
56, 0.00013900000000000023
57, 0.00015600000000000336
58, 0.0001429999999999973
59, 0.00013699999999999823
60, 0.00015800000000000536
61, 0.0001729999999999926
62, 0.00021700000000000885
63, 0.00016800000000000148
64, 0.00016800000000000148
65, 0.00015199999999999936
66, 0.00016700000000000048
67, 0.00015500000000000236
68, 0.0001840000000000036
69, 0.00017600000000000948
70, 0.0001860000000000056
71, 0.00019199999999999773
72, 0.00019199999999999773
73, 0.00021100000000000285
74, 0.00019199999999999773
75, 0.00019299999999999873
76, 0.00019900000000000473
77, 0.00017700000000001048
78, 0.00019599999999998785
79, 0.00020000000000000573
80, 0.00021600000000000785
81, 0.0001880000000000076
82, 0.0002249999999999891
83, 0.00021599999999999397
84, 0.0002319999999999961
85, 0.00026700000000000335
86, 0.00031799999999999884
87, 0.00021899999999999697
88, 0.0002590000000000092
89, 0.00026500000000000135
90, 0.0002319999999999961
91, 0.0003019999999999967
92, 0.0003060000000000007
93, 0.0002510000000000012
94, 0.0002459999999999962
95, 0.0002469999999999972
96, 0.0002410000000000051
97, 0.0002560000000000062
98, 0.0002610000000000112
99, 0.00026400000000000035
100, 0.00027100000000000735
101, 0.00026700000000000335
102, 0.0002829999999999916
103, 0.00027299999999999547
104, 0.0002879999999999827
105, 0.00033900000000000596
106, 0.00028400000000000647
107, 0.0003049999999999997
108, 0.0002939999999999887
109, 0.00026899999999999147
110, 0.00026599999999998847
